widx,source_catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500,xmatch_zgated
4957,Lao,J161039.7+600636,242.66708,60.10933,1.03789,False,False,True,True,False,False,False,False,False,26.22,,0.57,,,,,DESI J161040.10+600633.6,,,,,,p,36.75,,23.88,,,340.0,41.0,148.5,31.2,,,,,,,,,,,,,,,WH J161054.7+600441,0.2163,s,912.0,157.0,570.0,0.561,17.86,0.82,9.0,
4958,Lao,J161052.5+115921,242.71752,11.98781,0.4657,False,False,False,True,False,False,False,False,False,24.9,8.45,-0.25,,,,,WISEA J161052.20+115916.1,,,,,,s,14.84,,17.97,,,200.0,33.0,157.7,86.8,1.94,-23.54,,,,,,,,,,,,,WHL J161052.2+115916,0.4657,s,1835.0,0.0,0.0,0.637,29.92,1.35,12.0,
4959,Lao+Sasmal,J161102.7+041457,242.76203,4.25089,0.31352,False,False,False,True,False,False,False,False,False,25.16,,1.15,,,,,WISEA J161102.88+041503.2,f,,,SDSS,,s,40.74,,17.0,97.0,,137.0,29.0,92.5,8.2,1.66,,,,,,,,,,,,,,CFSFDP J161102.9+041503,0.3135,s,1287.0,0.0,0.0,0.6,23.87,1.09,9.0,
4960,Lao,J161107.5+184558,242.7817,18.76546,1.20334,False,False,False,True,False,False,False,False,False,26.56,,0.54,,,,,DESI J161107.61+184555.7,,,,,,p,59.49,,39.42,,,400.0,47.0,147.8,32.5,0.54,,,,,,,,,,,,,,WH J161104.8+184824,0.7412,p,2706.0,154.0,1160.0,0.468,14.14,0.65,6.0,
4961,Lao,J161154.3+445008,242.97794,44.83319,0.43935,False,True,False,True,False,False,False,False,False,25.38,,0.86,,,,,WISEA J161154.70+444959.4,,,,,,s,33.87,,17.6,,,217.0,37.0,106.6,17.3,1.82,,,,,,,,,,,,,,CFSFDP J161154.7+444959,0.4394,s,1744.0,0.0,0.0,0.527,18.11,0.83,9.0,
4962,Lao,J161219.2+013503,243.07996,1.58322,0.12504,False,False,False,True,False,False,False,False,False,24.96,,0.64,,,,,DESI J161219.19+013459.6,,,,,,p,218.18,,134.39,,,97.0,42.0,126.2,27.3,,,,,,,,,,,,,,,Y21 J161224.7+013737,0.3893,p,1566.0,178.0,973.0,0.583,10.52,0.49,12.0,
4963,Lao,J161233.9+580017,243.13979,58.00406,0.81956,False,False,False,True,False,False,False,False,False,25.24,,0.37,,,,,SDSS J161233.55+580014.6,,,,,,s,7.48,,5.66,,,163.0,21.0,125.6,30.3,1.59,,,,,,,,,,,,,,AMF J161240.7+575930,0.4622,s,1823.0,72.0,435.0,0.595,12.31,0.57,10.0,
4964,Lao,J161310.0+095255,243.29036,9.88247,1.00654,False,False,False,True,False,False,False,False,False,25.93,,0.53,,,,,DESI J161309.69+095256.9,,,,,,p,21.19,,14.1,,,189.0,23.0,111.5,10.9,1.36,,,,,,,,,,,,,,WH J161309.7+095257,1.0243,p,3461.0,0.0,0.0,0.636,39.97,1.79,8.0,
4965,Lao,J161310.0+292927,243.29293,29.49116,0.31924,False,False,True,True,False,False,False,False,False,24.9,,0.83,,,,,DESI J161310.30+292928.2,,,,,,p,23.3,,12.42,,,158.0,33.0,148.3,54.1,1.26,,,,,,,,,,,,,,,,,,,,,,,,
4966,Lao,J161317.8+560118,243.31671,56.02055,0.49856,False,False,True,False,True,False,False,False,False,25.68,8.69,1.04,,,,,SDSS J161316.01+560114.1,,,,,,s,46.14,,20.95,,,207.0,33.0,52.9,6.8,1.86,-23.23,,,,,,,,,,,,,WHL J161316.0+560114,0.4986,s,1947.0,0.0,0.0,0.923,75.81,3.34,38.0,
4967,Lao,J161325.8+060148,243.35775,6.0298,0.3163,False,False,False,True,False,False,False,False,False,24.82,,0.58,,,,,DESI J161325.86+060147.3,,,,,,p,21.2,,13.65,,,100.0,21.0,152.2,16.2,1.6,,,,,,,,,,,,,,CFSFDP J161325.9+060147,0.2966,p,1224.0,0.0,0.0,0.537,14.26,0.66,14.0,
4968,Lao,J161327.7+551547,243.36644,55.2633,0.6824,False,False,False,True,False,False,False,False,False,25.45,7.9,0.38,,,,,WISEA J161327.94+551547.8,,,,,,s,18.09,,13.58,,,248.0,34.0,160.6,42.7,1.72,-23.65,,,,,,,,,,,,,,,,,,,,,,,
4969,Lao,J161328.8+293735,243.3688,29.6272,0.9752,False,False,False,True,False,False,False,False,False,26.31,,0.91,,,,,SDSS J161328.51+293737.8,j,,,,,s,41.27,,20.59,,,311.0,38.0,122.7,14.7,0.23,,,,,,,,,,,,,,,,,,,,,,,,
4972,Lao,J161349.9+571055,243.45627,57.18245,1.56537,False,False,False,True,False,False,False,False,False,27.39,,0.85,,,,,WISEA J161349.50+571056.8,,,,,,s,169.15,,88.37,,,417.0,48.0,167.0,51.5,0.19,,,,,,,,,,,,,,WHL J161349.4+570835,0.4315,s,1716.0,142.0,825.0,0.581,17.12,0.79,7.0,
4973,Lao,J161350.3+145803,243.45989,14.96765,,False,False,False,True,False,False,False,False,False,,,0.81,,,,,,c,,,,,,98.21,,53.16,,,,37.0,133.9,15.4,,,,,,,,,,,,,,,,,,,,,,,,,
4974,Lao,J161402.3+544420,243.5106,54.73619,0.33256,False,False,True,False,True,False,False,False,False,25.15,8.55,0.79,,,,,WISEA J161402.54+544410.2,,,,,,s,38.24,,21.0,,,163.0,33.0,80.6,11.4,1.7,-22.62,,,,,,,,,,,,,WHL J161420.1+544254,0.3396,s,1385.0,170.0,852.0,0.979,79.82,3.51,49.0,
4975,Lao,J161403.4+590102,243.51607,59.0182,0.07602,False,False,False,True,False,False,False,False,False,23.97,,0.97,,,,,DESI J161403.86+590105.5,j,,,,,p,61.58,,29.34,,,76.0,51.0,149.5,111.2,0.98,,,,,,,,,,,,,,WH J161402.1+590005,0.4607,p,1818.0,62.0,374.0,0.447,14.24,0.66,6.0,
4976,Lao,J161415.0+621518,243.55354,62.25819,0.26699,False,False,False,True,False,False,False,False,False,25.5,,0.89,,,,,DESI J161412.85+621529.5,,,,,,p,136.69,,69.35,,,216.0,51.0,98.4,171.2,1.56,,,,,,,,,,,,,,AMF J161412.8+621529,0.2674,p,1112.0,0.0,0.0,1.113,101.86,4.44,64.0,
4977,Lao,J161426.6+135622,243.61023,13.93782,0.53113,False,True,False,True,False,False,False,False,False,25.64,,0.56,,,,,DESI J161426.46+135616.2,,,,,,p,44.28,,28.79,,,175.0,27.0,106.1,35.5,1.34,,,,,,,,,,,,,,,,,,,,,,,,
4978,Lao,J161430.4+351506,243.6269,35.25105,0.53778,False,False,True,True,False,False,False,False,False,25.44,,0.52,,,,,WISEA J161430.45+351503.7,,,,,,s,27.76,,18.62,,,163.0,25.0,158.4,14.1,1.74,,,,,,,,,,,,,,WH J161433.5+351423,0.7642,p,2772.0,56.0,427.0,0.435,11.56,0.54,6.0,
4979,Lao,J161453.0+024058,243.72232,2.68241,0.09162,False,False,False,True,False,False,False,False,False,23.88,,1.16,,,,,DESI J161453.36+024056.7,,,,,,p,33.18,,13.71,,,83.0,47.0,163.9,62.9,1.04,,,,,,,,,,,,,,CFSFDP J161453.4+024057,0.103,p,447.0,0.0,0.0,0.568,15.57,0.72,9.0,
4980,Lao,J161531.3+234249,243.8807,23.71374,1.12915,False,False,False,True,False,False,False,False,False,25.81,,0.08,,,,,DESI J161531.37+234249.5,c,,,,,p,17.25,,16.22,,,337.0,40.0,166.3,46.1,0.45,,,,,,,,,,,,,,,,,,,,,,,,
4981,Lao,J161536.0+192709,243.8982,19.45342,0.03043,False,True,False,True,False,False,False,False,False,23.02,,0.91,,,,,NGC 6099,"g,j",,,,,s,45.65,,22.84,,,18.0,29.0,95.5,11.4,,,,,,,,,,,,,,,MCXC J1615.5+1927,0.0308,s,136.0,13.0,8.0,,,,,
4982,Lao,J161541.0+600532,243.92359,60.09366,0.34008,False,False,False,True,False,False,False,False,False,24.94,,1.2,,,,,DESI J161541.66+600537.2,,,,,,p,19.82,,7.95,,,125.0,25.0,150.5,18.4,1.69,,,,,,,,,,,,,,AMF J161541.7+600537,0.3153,p,1294.0,0.0,0.0,0.81,41.09,1.84,18.0,
4983,Lao,J161546.9+144618,243.94655,14.77082,0.65904,False,False,False,True,False,False,False,False,False,25.66,9.41,0.8,,,,,WISEA J161547.17+144614.9,,,,,,s,25.13,,13.64,,,179.0,25.0,133.5,16.2,1.91,-23.54,,,,,,,,,,,,,WHL J161547.2+144615,0.6591,s,2461.0,0.0,0.0,0.867,80.24,3.53,32.0,
4984,Lao,J161600.2+454941,244.00013,45.8276,0.4754,False,False,False,True,False,False,False,False,False,25.62,,0.65,,,,,SDSS J161600.03+454939.3,,,,,,s,52.65,,32.17,,,202.0,33.0,161.0,57.5,1.86,,,,,,,,,,,,,,,,,,,,,,,,
4985,Lao,J161605.7+121901,244.02409,12.31788,0.37402,False,False,False,True,False,False,False,False,False,25.0,,1.32,,,,,WISEA J161605.78+121904.3,,,,,,s,17.7,,6.47,,,127.0,24.0,148.2,15.6,1.8,,,,,,,,,,,,,,WHL J161557.7+121847,0.3717,s,1503.0,120.0,637.0,0.797,44.38,1.99,29.0,
4986,Lao+Mirabest+Sasmal,J161610.9+090704,244.04359,9.11541,0.17208,False,True,False,True,False,False,False,False,False,25.18,8.51,0.99,J161610+090655,2529.0,54585.0,210.0,WISEA J161610.46+090655.4,"a,f",b,"1, 2, 13, 16, 20",2MASX,,s,172.95,149.0,81.63,871.0,2.0,169.0,56.0,99.4,20.3,1.18,-22.81,,,,,,,,,,,,,WHL J161610.5+090655,0.1774,s,755.0,0.0,0.0,0.971,62.82,2.78,53.0,Y
4987,Lao,J161617.9+285743,244.0737,28.96115,0.62483,False,False,True,True,False,False,False,False,False,25.07,8.27,0.17,,,,,WISEA J161617.68+285740.1,,,,,,s,10.08,,8.86,,,133.0,19.0,94.6,11.0,1.8,-23.07,,,,,,,,,,,,,WHL J161617.7+285740,0.6248,s,2356.0,0.0,0.0,0.622,29.02,1.31,10.0,
4988,Lao+Sasmal,J161638.2+422713,244.15761,42.4488,0.13676,False,True,False,True,False,False,False,False,False,24.95,8.67,0.83,,,,,DESI J161637.83+422655.6,"g,j","a,c",20,SDSS,,s,169.1,,89.59,,,158.0,63.0,138.4,138.5,1.15,-22.84,,,,,,,,,,,,,maxBCG J161637.8+422656,0.1406,s,604.0,0.0,0.0,0.984,63.36,2.8,44.0,N
4989,Lao,J161639.3+562035,244.16087,56.3421,0.52215,False,False,False,True,False,False,False,False,False,25.49,,1.09,,,,,WISEA J161638.60+562031.5,j,,,,,s,26.2,,11.42,,,309.0,48.0,165.3,70.5,1.92,,,,,,,,,,,,,,WHL J161638.6+562032,0.5225,s,2027.0,0.0,0.0,0.608,28.69,1.3,10.0,
4990,Lao+Mirabest+Sasmal,J161653.6+092635,244.22181,9.44409,0.21353,False,False,False,True,False,False,False,False,False,25.54,,1.39,J161653+092636,2529.0,54585.0,443.0,DESI J161653.24+092638.7,"f,j",,"13, 20",SDSS,,p,223.75,203.0,77.86,1197.0,2.0,223.0,62.0,165.6,86.2,1.34,,,,,,,,,,,,,,WHL J161653.2+092639,0.2049,s,866.0,0.0,0.0,0.899,52.85,2.35,31.0,Y
4991,Lao,J161707.4+574638,244.27615,57.77771,0.20325,False,True,False,False,True,False,False,False,False,24.67,,0.94,,,,,DESI J161706.28+574639.8,,,,,,p,36.65,,17.88,,,110.0,32.0,52.7,10.3,1.32,,,,,,,,,,,,,,WHL J161706.3+574640,0.2158,p,910.0,0.0,0.0,0.553,17.63,0.81,11.0,
4992,Lao,J161709.3+483046,244.28678,48.51175,1.0023,False,True,False,True,False,False,False,False,False,26.63,,1.06,,,,,DESI J161708.83+483042.3,,,,,,p,73.61,,32.82,,,321.0,39.0,130.9,25.3,,,,,,,,,,,,,,,,,,,,,,,,,
4993,Lao,J161714.0+504658,244.30621,50.78356,0.29901,False,False,False,True,False,False,False,False,False,25.01,,1.3,,,,,WISEA J161713.48+504700.8,,,,,,s,31.08,,11.57,,,188.0,41.0,151.2,44.3,1.59,,,,,,,,,,,,,,WHL J161713.5+504701,0.299,s,1233.0,0.0,0.0,0.663,22.24,1.02,13.0,
4994,Lao,J161732.1+204157,244.38495,20.69912,0.47792,False,False,True,True,False,False,False,False,False,24.75,,-0.28,,,,,WISEA J161732.38+204156.8,,,,,,s,10.09,,12.53,,,190.0,31.0,153.0,24.6,1.83,,,,,,,,,,,,,,Y21 J161734.7+204405,0.4779,s,1876.0,132.0,813.0,0.572,15.66,0.72,13.0,
4995,Lao,J161751.3+425812,244.46275,42.96911,0.87412,False,False,False,True,False,False,False,False,False,25.64,,0.59,,,,,DESI J161751.06+425808.8,,,,,,p,14.25,,9.07,,,175.0,22.0,128.4,21.8,,,,,,,,,,,,,,,,,,,,,,,,,
4996,Lao,J161801.3+053752,244.5051,5.63063,0.6184,False,False,False,True,False,False,False,False,False,25.66,,0.75,,,,,DESI J161801.22+053750.3,,,,,,p,30.04,,16.91,,,293.0,42.0,154.3,53.8,1.96,,,,,,,,,,,,,,Y21 J161801.2+053750,0.6063,p,2298.0,0.0,0.0,0.527,22.07,1.01,9.0,
4997,Lao,J161801.3+592452,244.50649,59.41581,0.36399,False,True,False,True,False,False,False,False,False,25.04,,0.67,,,,,DESI J161801.56+592456.9,,,,,,p,25.25,,15.14,,,131.0,25.0,124.0,16.6,1.67,,,,,,,,,,,,,,WHL J161804.7+592742,0.4265,s,1698.0,167.0,964.0,0.77,44.36,1.98,26.0,
4998,Lao,J161829.4+623740,244.61608,62.63013,0.33772,False,True,False,True,False,False,False,False,False,25.77,,0.99,,,,,DESI J161827.86+623748.5,,,,,,p,145.61,,68.57,,,279.0,56.0,93.6,22.0,1.73,,,,,,,,,,,,,,WHL J161827.9+623748,0.3454,p,1406.0,0.0,0.0,0.722,38.15,1.71,27.0,
5000,Lao,J161830.2+175414,244.62501,17.9057,0.20123,False,True,False,True,False,False,False,False,False,24.5,,0.93,,,,,WISEA J161830.00+175420.5,,,,,,s,25.32,,12.42,,,113.0,33.0,127.3,18.7,1.27,,,,,,,,,,,,,,maxBCG J161830.0+175420,0.2045,s,864.0,0.0,0.0,0.678,23.52,1.07,15.0,
5001,Lao,J161834.6+094820,244.64611,9.80701,0.14716,False,True,False,True,False,False,False,False,False,24.64,,0.96,,,,,WISEA J161835.06+094825.2,,,,,,s,70.44,,33.97,,,138.0,52.0,132.1,103.5,,,,,,,,,,,,,,,GMBCG J161835.1+094825,0.1472,s,631.0,0.0,0.0,0.702,27.4,1.24,20.0,
5002,Lao,J161849.4+172110,244.70461,17.35605,0.58885,False,False,False,True,False,False,False,False,False,26.21,,0.95,,,,,DESI J161849.11+172121.8,,,,,,p,108.08,,52.5,,,342.0,50.0,107.1,22.4,1.87,,,,,,,,,,,,,,CFSFDP J161850.0+172105,0.5691,p,2179.0,22.0,141.0,0.535,20.42,0.93,13.0,
5003,Lao,J161912.6+264845,244.80292,26.81262,0.43247,False,False,True,True,False,False,False,False,False,25.23,,0.61,,,,,SDSS J161912.70+264845.4,,,,,,s,26.84,,16.8,,,128.0,22.0,143.3,13.5,1.87,,,,,,,,,,,,,,WHL J161912.7+264845,0.4403,s,1747.0,0.0,0.0,0.881,67.29,2.97,42.0,
5004,Lao,J161913.1+112205,244.80458,11.36664,0.2051,False,False,True,True,False,False,False,False,False,24.52,8.53,0.57,,,,,WISEA J161913.09+112159.8,,,,,,s,27.35,,17.76,,,202.0,58.0,149.5,109.7,1.36,-22.91,,,,,,,,,,,,,maxBCG J161913.1+112200,0.2051,s,867.0,0.0,0.0,0.743,32.29,1.46,15.0,
5007,Lao,J161923.5+540040,244.84527,54.00782,0.26625,False,False,False,False,True,False,False,False,False,24.86,8.71,0.61,,,,,WISEA J161922.86+540028.1,,,,,,s,34.07,,21.45,,,152.0,36.0,87.8,12.7,1.54,-23.49,,,,,,,,,,,,,maxBCG J161922.9+540028,0.2662,s,1107.0,0.0,0.0,0.745,31.76,1.43,13.0,
5008,Lao,J161933.8+163717,244.89192,16.62061,0.32635,False,False,False,True,False,False,False,False,False,25.11,,0.3,,,,,WISEA J161934.06+163714.1,,,,,,s,42.27,,33.57,,,200.0,41.0,127.4,24.9,0.37,,,,,,,,,,,,,,,,,,,,,,,,
5009,Lao,J161944.7+533459,244.93665,53.5834,0.47408,False,False,False,True,False,False,False,False,False,25.44,8.74,0.94,,,,,WISEA J161944.79+533500.2,,,,,,s,31.33,,15.33,,,226.0,37.0,152.4,29.5,1.98,-23.88,,,,,,,,,,,,,WHL J161944.8+533500,0.4741,s,1864.0,0.0,0.0,0.714,39.66,1.78,18.0,
5010,Lao,J161953.0+500854,244.96915,50.14909,0.32425,False,False,False,True,False,False,False,False,False,24.83,,1.12,,,,,WISEA J161952.59+500856.7,,,,,,s,17.83,,7.57,,,179.0,37.0,151.3,35.0,1.66,,,,,,,,,,,,,,WHL J161952.6+500857,0.3242,s,1328.0,0.0,0.0,0.64,20.12,1.09,8.0,
5012,Lao,J162008.3+422830,245.02946,42.47936,0.09509,False,False,False,False,True,False,False,False,False,24.65,,1.04,,,,,DESI J162007.07+422845.7,"a,g,j",,,,,p,181.39,,81.97,,,95.0,52.0,57.7,17.3,0.91,,,,,,,,,,,,,,maxBCG J162008.3+423003,0.1336,s,575.0,78.0,192.0,0.829,32.92,1.49,24.0,
5013,Lao,J162028.6+432650,245.11935,43.44725,,False,False,False,True,False,False,False,False,False,,,0.27,,,,,,,,,,,,12.35,,10.05,,,,20.0,138.4,60.9,,,,,,,,,,,,,,,,,,,,,,,,,
5014,Lao,J162033.0+505556,245.13589,50.93339,0.78913,False,False,False,True,False,False,False,False,False,25.84,,1.46,,,,,DESI J162032.61+505600.2,,,,,,p,17.16,,5.64,,,285.0,37.0,166.9,40.1,1.47,,,,,,,,,,,,,,,,,,,,,,,,
5015,Lao,J162033.4+243633,245.13914,24.60985,0.18687,False,False,True,True,False,False,False,False,False,24.84,,0.84,,,,,DESI J162033.39+243635.4,,,,,,p,67.65,,35.72,,,119.0,37.0,161.5,31.7,1.18,,,,,,,,,,,,,,CLuMPR J162032.2+243530,0.1879,s,798.0,68.0,221.0,0.43,16.49,0.76,8.0,
5016,Lao,J162036.5+252116,245.15423,25.34823,0.10265,False,False,False,True,False,False,False,False,False,24.74,8.49,1.54,,,,,SDSS J162037.01+252053.6,j,,,,,s,181.6,,56.04,,,215.0,110.0,131.9,191.3,1.02,-21.32,,,,,,,,,,,,,,,,,,,,,,,
5017,Lao,J162052.8+495128,245.2197,49.85677,0.83399,False,False,True,False,True,False,False,False,False,25.58,,0.85,,,,,DESI J162052.73+495124.4,,,,,,p,11.82,,6.17,,,156.0,20.0,77.4,6.5,1.59,,,,,,,,,,,,,,WH J162052.7+495124,0.8163,p,2919.0,0.0,0.0,0.493,19.04,0.87,8.0,
5018,Lao,J162115.0+620614,245.31261,62.10153,0.66618,False,True,False,True,False,False,False,False,False,25.54,,0.65,,,,,DESI J162115.03+620605.5,,,,,,p,20.1,,12.27,,,281.0,39.0,141.5,195.4,1.64,,,,,,,,,,,,,,,,,,,,,,,,
5019,Sasmal,J162123.3+114012,245.34725,11.67013889,,False,True,False,True,False,False,False,False,False,,,-0.86,,,,,,,,1,EE,,,18.0,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,Lao,J162129.2+312746,245.37199,31.46266,0.48787,False,False,True,True,False,False,False,False,False,25.35,,0.6,,,,,DESI J162129.28+312745.6,,,,,,p,26.85,,16.95,,,211.0,34.0,159.8,101.3,1.88,,,,,,,,,,,,,,WHL J162129.3+312746,0.4929,s,1927.0,0.0,0.0,0.724,40.67,1.82,16.0,
5021,Lao,J162148.7+482410,245.45002,48.40334,0.79141,False,False,True,True,False,False,False,False,False,25.47,,0.58,,,,,DESI J162148.00+482412.0,,,,,,p,12.07,,7.75,,,192.0,25.0,104.4,17.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,
5022,Lao,J162205.3+341812,245.52151,34.30345,0.36149,False,True,False,True,False,False,False,False,False,25.44,8.44,0.89,,,,,WISEA J162205.16+341812.4,,,,,,s,60.49,,30.7,,,198.0,38.0,129.7,22.2,1.83,-23.19,,,,,,,,,,,,,WHL J162205.1+341812,0.3615,s,1465.0,0.0,0.0,0.756,39.53,1.77,26.0,
5023,Lao,J162217.8+511821,245.57393,51.30301,0.69493,False,False,True,True,False,False,False,False,False,25.58,,0.56,,,,,DESI J162217.74+511810.8,,,,,,p,21.22,,13.87,,,279.0,38.0,151.4,36.7,2.02,,,,,,,,,,,,,,Y21 J162208.3+512001,0.7765,p,2807.0,141.0,1080.0,0.513,17.26,0.79,8.0,
5024,Lao+Mirabest,J162229.1+264702,245.6202,26.78277,0.22061,False,True,False,True,False,False,False,False,False,25.02,,1.41,J162229+264658,1576.0,53496.0,554.0,WISEA J162228.84+264657.9,g,,,,,s,62.55,50.0,21.43,,2.0,199.0,54.0,142.5,335.3,1.36,,,,,,,,,,,,,,maxBCG J162228.9+264658,0.2206,s,928.0,0.0,0.0,0.967,65.98,2.92,29.0,Y
5025,Lao,J162239.4+341959,245.66341,34.33345,0.63364,False,False,False,True,False,False,False,False,False,25.55,,0.67,,,,,DESI J162239.22+342000.4,,,,,,p,22.76,,13.61,,,275.0,39.0,165.8,,1.97,,,,,,,,,,,,,,,,,,,,,,,,
5026,Lao,J162254.8+033326,245.7287,3.55729,,False,False,False,True,False,False,False,False,False,,,1.06,,,,,,,,,,,,64.15,,28.65,,,,42.0,95.2,37.3,,,,,,,,,,,,,,,,,,,,,,,,,
5027,Lao,J162305.7+283900,245.77303,28.65108,0.76649,False,False,True,True,False,False,False,False,False,25.99,,1.05,,,,,DESI J162305.53+283903.9,,,,,,p,32.7,,14.68,,,244.0,32.0,129.4,16.2,1.9,,,,,,,,,,,,,,Y21 J162305.5+283904,0.7409,s,2705.0,0.0,0.0,0.618,31.49,1.42,9.0,
5028,Lao,J162305.8+235134,245.77426,23.85971,0.42863,False,False,False,True,False,False,False,False,False,26.3,7.73,0.73,,,,,SDSS J162305.82+235134.9,,,,,,s,310.05,,177.68,,,191.0,33.0,160.9,,1.62,-22.19,,,,,,,,,,,,,WHL J162257.3+235336,0.0627,s,275.0,168.0,211.0,0.634,13.73,0.64,10.0,
5029,Lao,J162309.8+091938,245.7889,9.32597,0.31606,False,False,True,True,False,False,False,False,False,25.54,,1.64,,,,,DESI J162309.34+091933.5,,,,,,p,83.14,,23.8,,,320.0,67.0,162.5,,1.58,,,,,,,,,,,,,,,,,,,,,,,,
5030,Lao,J162311.2+522130,245.79633,52.3593,0.19743,False,False,False,True,False,False,False,False,False,24.25,,0.72,,,,,DESI J162311.12+522133.5,a,,,,,p,15.61,,9.02,,,84.0,25.0,113.4,24.8,1.24,,,,,,,,,,,,,,maxBCG J162306.3+522147,0.185,s,786.0,46.0,148.0,0.851,44.35,1.98,29.0,
5031,Lao,J162312.3+032319,245.80158,3.38834,0.74689,False,False,False,True,False,False,False,False,False,26.28,,0.55,,,,,DESI J162312.38+032318.0,,,,,,p,90.75,,59.79,,,287.0,38.0,166.7,24.7,,,,,,,,,,,,,,,,,,,,,,,,,
5032,Lao,J162317.7+370540,245.82806,37.09653,0.20671,False,False,True,True,False,False,False,False,False,25.29,,0.76,,,,,DESI J162318.73+370547.5,,,,,,p,152.65,,85.84,,,224.0,64.0,168.5,44.2,1.35,,,,,,,,,,,,,,GMBCG J162306.4+370628,0.2019,s,854.0,153.0,527.0,0.563,16.39,0.76,10.0,
5033,Lao,J162343.6+480036,245.93433,48.0092,0.19207,False,False,False,True,False,False,False,False,False,24.52,8.84,0.59,,,,,WISEA J162344.23+480033.1,,,,,,s,31.61,,20.16,,,145.0,44.0,110.8,18.6,1.28,-23.01,,,,,,,,,,,,,NSC J162350+475840,0.2598,p,1082.0,130.0,541.0,,,,,
5034,Sasmal,J162343.9+461802,245.9332917,46.30072222,,False,True,False,False,True,False,False,False,False,,,-0.54,,,,,,,,,EE,,,25.0,,,84.0,,,,,,,,,,,,,,,,,,,,WHL J162342.2+461720,0.4819,,,46.37,,0.92,59.18,2.63,19.0,N
5036,Lao,J162433.3+432011,246.13431,43.33421,0.28785,False,False,True,True,False,False,False,False,False,25.22,9.13,1.02,,,,,WISEA J162432.23+432003.1,,,,,,s,58.72,,26.89,,,246.0,55.0,116.6,20.8,1.61,-23.4,,,,,,,,,,,,,GMBCG J162432.2+432003,0.2908,s,1202.0,0.0,0.0,0.845,49.44,2.2,20.0,
5037,Lao,J162434.1+460505,246.14185,46.08301,0.48117,False,True,False,True,False,False,False,False,False,25.43,,1.05,,,,,WISEA J162434.04+460458.8,,,,,,s,27.96,,12.53,,,216.0,35.0,125.3,20.1,3.01,,,,,,,,,,,,,,WHL J162433.4+460300,0.481,s,1887.0,119.0,735.0,0.557,18.19,0.84,8.0,
5038,Lao,J162452.6+342621,246.21779,34.43854,0.96139,False,False,True,True,False,False,False,False,False,25.84,,0.76,,,,,DESI J162452.27+342618.8,,,,,,p,16.26,,9.14,,,351.0,43.0,125.4,50.6,,,,,,,,,,,,,,,WH J162457.2+342449,0.7762,s,2806.0,109.0,835.0,0.491,15.01,0.69,8.0,
5039,Lao,J162456.7+464121,246.23662,46.68942,,False,False,True,True,False,False,False,False,False,,,1.05,,,,,,j,,,,,,458.3,,206.46,,,,88.0,166.4,265.1,,,,,,,,,,,,,,,,,,,,,,,,,
5040,Lao,J162500.8+555023,246.25252,55.83846,0.20783,False,False,True,True,False,False,False,False,False,24.75,8.66,0.96,,,,,WISEA J162500.60+555018.4,,,,,,s,41.98,,20.18,,,147.0,42.0,155.1,85.6,1.38,-22.99,,,,,,,,,,,,,CFSFDP J162500.6+555018,0.2078,s,878.0,0.0,0.0,0.57,20.77,0.95,11.0,
5041,Lao,J162505.0+154254,246.27177,15.71447,0.40763,False,False,False,True,False,False,False,False,False,25.48,8.62,1.15,,,,,WISEA J162505.22+154252.0,,,,,,s,45.54,,19.01,,,146.0,26.0,169.1,29.5,1.87,-23.19,,,,,,,,,,,,,WHL J162505.2+154252,0.4076,s,1632.0,1.0,6.0,0.655,30.4,1.38,17.0,
5042,Lao,J162511.4+282937,246.29457,28.49574,0.14507,False,True,False,False,True,False,False,False,False,24.65,8.24,1.22,,,,,WISEA J162510.69+282944.6,,,,,,s,71.5,,28.23,,,81.0,31.0,70.5,13.3,,-23.11,,,,,,,,,,,,,maxBCG J162510.7+282944,0.1451,s,623.0,0.0,0.0,0.68,25.14,1.14,12.0,
5045,Lao,J162522.6+632806,246.34327,63.46917,0.50968,False,False,True,True,False,False,False,False,False,25.4,,0.76,,,,,DESI J162522.38+632809.0,,,,,,p,25.93,,14.49,,,140.0,22.0,160.6,22.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,
5047,Lao+Sasmal,J162524.3+445629,246.34947,44.93985,0.39909,False,False,True,True,False,False,False,False,False,25.56,8.89,0.46,,,,,WISEA J162523.87+445623.4,f,,20,SDSS,,s,71.71,,50.53,240.0,,221.0,40.0,150.6,99.7,1.86,-23.39,,,,,,,,,,,,,WHL J162523.9+445623,0.3993,s,1602.0,0.0,0.0,0.721,35.28,1.59,17.0,Y
