idx,radioname,ra,dec,Label
M0641,J113309.04+463847.4,11 33 09.04,+46 38 47.4,sfrii
M0651,J124021.99+465636.4,12 40 21.99,+46 56 36.4,sfrii
M0652,J125452.78+474816.8,12 54 52.78,+47 48 16.8,sfrii
M0654,J130645.69+463330.7,13 06 45.69,+46 33 30.7,sfrii
M0656,J131636.92+403520.4,13 16 36.92,+40 35 20.4,sfrii
M0657,J133730.62+462118.7,13 37 30.62,+46 21 18.7,sfrii
M0661,J221310.45-003844.5,22 13 10.45,-00 38 44.5,sfrii
M0668,J161531.36+272657.3,16 15 31.36,+27 26 57.3,sfrii
M0670,J160410.90+300626.0,16 04 10.90,+30 06 26.0,sfrii
M0671,J160056.49+300119.2,16 00 56.49,+30 01 19.2,sfrii
M0676,J084632.46+293555.4,08 46 32.46,+29 35 55.4,sfrii
M0680,J101415.96+105105.7,10 14 15.96,+10 51 05.7,sfrii
M0684,J112111.91+114549.7,11 21 11.91,+11 45 49.7,sfrii
M0686,J114027.74+120308.3,11 40 27.74,+12 03 08.3,sfrii
M0694,J113136.12+075255.6,11 31 36.12,+07 52 55.6,sfrii
M0695,J113524.93+065441.4,11 35 24.93,+06 54 41.4,sfrii
M0697,J114628.70+065305.5,11 46 28.70,+06 53 05.5,sfrii
M0704,J142303.37+352245.8,14 23 03.37,+35 22 45.8,sfrii
M0705,J143849.41+341554.1,14 38 49.41,+34 15 54.1,sfrii
M0706,J144044.93+351402.6,14 40 44.93,+35 14 02.6,sfrii
M0707,J144948.90+335126.8,14 49 48.90,+33 51 26.8,sfrii
M0708,J145558.29+323732.6,14 55 58.29,+32 37 32.6,sfrii
M0717,J153010.27+290030.2,15 30 10.27,+29 00 30.2,sfrii
M0722,J155852.66+262619.0,15 58 52.66,+26 26 19.0,sfrii
M0727,J145321.86+465442.1,14 53 21.86,+46 54 42.1,sfrii
M0728,J150927.76+444507.6,15 09 27.76,+44 45 07.6,sfrii
M0729,J151454.08+420047.3,15 14 54.08,+42 00 47.3,sfrii
M0731,J155437.01+374406.0,15 54 37.01,+37 44 06.0,sfrii
M0734,J162318.81+333018.6,16 23 18.81,+33 30 18.6,sfrii
M0736,J170307.26+243747.5,17 03 07.26,+24 37 47.5,sfrii
M0741,J164857.36+260441.1,16 48 57.36,+26 04 41.1,sfrii
M0743,J125721.88+122820.6,12 57 21.88,+12 28 20.6,sfrii
M0748,J140543.14+135811.6,14 05 43.14,+13 58 11.6,sfrii
M0749,J141231.77+140041.1,14 12 31.77,+14 00 41.1,sfrii
M0757,J145752.77+111809.5,14 57 52.77,+11 18 09.5,sfrii
M0759,J145942.30+114210.9,14 59 42.30,+11 42 10.9,sfrii
M0762,J153209.39+082556.1,15 32 09.39,+08 25 56.1,sfrii
M0772,J160742.63+072853.8,16 07 42.63,+07 28 53.8,sfrii
M0773,J161353.95+080335.5,16 13 53.95,+08 03 35.5,sfrii
M0782,J091232.45+093648.5,09 12 32.45,+09 36 48.5,sfrii
M0783,J092311.02+103042.6,09 23 11.02,+10 30 42.6,sfrii
M0785,J093642.00+111351.0,09 36 42.00,+11 13 51.0,sfrii
M0789,J100713.26+124713.2,10 07 13.26,+12 47 13.2,sfrii
M0794,J103955.28+141854.6,10 39 55.28,+14 18 54.6,sfrii
M0796,J104434.64+144204.1,10 44 34.64,+14 42 04.1,sfrii
M0797,J110253.95+125904.1,11 02 53.95,+12 59 04.1,sfrii
M0801,J083618.66+090920.8,08 36 18.66,+09 09 20.8,sfrii
M0809,J120812.94+144924.6,12 08 12.94,+14 49 24.6,sfrii
M0810,J121104.11+154655.3,12 11 04.11,+15 46 55.3,sfrii
M0812,J124411.12+142857.0,12 44 11.12,+14 28 57.0,sfrii
M0813,J124150.18+160019.6,12 41 50.18,+16 00 19.6,sfrii
M0815,J081343.62+525738.2,08 13 43.62,+52 57 38.2,sfrii
M0818,J084803.34+580948.2,08 48 03.34,+58 09 48.2,sfrii
M0824,J124251.04+110103.9,12 42 51.04,+11 01 03.9,sfrii
M0825,J125649.06+093006.4,12 56 49.06,+09 30 06.4,sfrii
M0826,J125724.19+063115.0,12 57 24.19,+06 31 15.0,sfrii
M0827,J130740.54+061242.2,13 07 40.54,+06 12 42.2,sfrii
M0830,J131459.44+061619.2,13 14 59.44,+06 16 19.2,sfrii
M0831,J131509.85+084053.3,13 15 09.85,+08 40 53.3,sfrii
M0836,J134503.03+094724.0,13 45 03.03,+09 47 24.0,sfrii
M0837,J135110.82+072846.1,13 51 10.82,+07 28 46.1,sfrii
M0842,J141400.22+091502.6,14 14 00.22,+09 15 02.6,sfrii
M0843,J141947.90+081423.4,14 19 47.90,+08 14 23.4,sfrii
M0846,J144409.86+081357.4,14 44 09.86,+08 13 57.4,sfrii
M0849,J151100.03+075150.2,15 11 00.03,+07 51 50.2,sfrii
M0850,J152348.13+053443.8,15 23 48.13,+05 34 43.8,sfrii
M0852,J155344.32+044234.1,15 53 44.32,+04 42 34.1,sfrii
M0854,J161057.12+032202.8,16 10 57.12,+03 22 02.8,sfrii
M0862,J145108.89+045701.4,14 51 08.89,+04 57 01.4,sfrii
M0866,J151727.64+061932.7,15 17 27.64,+06 19 32.7,sfrii
M0868,J141802.63+331247.6,14 18 02.63,+33 12 47.6,sfrii
M0874,J160907.23+223750.7,16 09 07.23,+22 37 50.7,sfrii
M0878,J072741.92+443401.7,07 27 41.92,+44 34 01.7,sfrii
M0879,J075628.80+501716.3,07 56 28.80,+50 17 16.3,sfrii
M0880,J075529.95+520450.6,07 55 29.95,+52 04 50.6,sfrii
M0881,J080347.28+534808.7,08 03 47.28,+53 48 08.7,sfrii
M0882,J081245.94+574751.0,08 12 45.94,+57 47 51.0,sfrii
M0886,J080107.20+175849.8,08 01 07.20,+17 58 49.8,sfrii
M0893,J083851.16+252714.3,08 38 51.16,+25 27 14.3,sfrii
M0894,J084606.05+255453.5,08 46 06.05,+25 54 53.5,sfrii
M0897,J092841.54+280017.9,09 28 41.54,+28 00 17.9,sfrii
M0899,J092636.65+262802.9,09 26 36.65,+26 28 02.9,sfrii
M0901,J095651.58+283139.6,09 56 51.58,+28 31 39.6,sfrii
M0905,J101215.75+294902.7,10 12 15.75,+29 49 02.7,sfrii
M0910,J104340.21+305258.4,10 43 40.21,+30 52 58.4,sfrii
M0913,J113613.05+400235.8,11 36 13.05,+40 02 35.8,sfrii
M0921,J124951.05+332320.5,12 49 51.05,+33 23 20.5,sfrii
M0926,J110842.45+302357.2,11 08 42.45,+30 23 57.2,sfrii
M0930,J133623.85+342220.7,13 36 23.85,+34 22 20.7,sfrii
M0933,J113857.71+372837.0,11 38 57.71,+37 28 37.0,sfrii
M0934,J114418.04+380448.0,11 44 18.04,+38 04 48.0,sfrii
M0937,J132423.80+301029.0,13 24 23.80,+30 10 29.0,sfrii
M0942,J113936.53+360747.4,11 39 36.53,+36 07 47.4,sfrii
M0948,J130551.85+362252.8,13 05 51.85,+36 22 52.8,sfrii
M0950,J134041.04+285207.5,13 40 41.04,+28 52 07.5,sfrii
M0951,J130344.32+375614.7,13 03 44.32,+37 56 14.7,sfrii
M0953,J124223.95+365002.7,12 42 23.95,+36 50 02.7,sfrii
M0956,J115352.84+381148.6,11 53 52.84,+38 11 48.6,sfrii
M0959,J125412.14+363100.2,12 54 12.14,+36 31 00.2,sfrii
M0966,J080520.22+164743.3,08 05 20.22,+16 47 43.3,sfrii
M0969,J090435.03+250017.4,09 04 35.03,+25 00 17.4,sfrii
M0971,J120732.93+335240.2,12 07 32.93,+33 52 40.2,sfrii
M0974,J131439.84+333005.6,13 14 39.84,+33 30 05.6,sfrii
M0976,J134251.68+311052.6,13 42 51.68,+31 10 52.6,sfrii
M0982,J113309.41+334312.4,11 33 09.41,+33 43 12.4,sfrii
M0984,J132602.40+364759.3,13 26 02.40,+36 47 59.3,sfrii
M0990,J135013.59+281645.0,13 50 13.59,+28 16 45.0,sfrii
M0992,J134816.89+260303.0,13 48 16.89,+26 03 03.0,sfrii
M1000,J140411.97+320609.5,14 04 11.97,+32 06 09.5,sfrii
M1008,J142653.85+242713.9,14 26 53.85,+24 27 13.9,sfrii
M1013,J143249.03+270554.6,14 32 49.03,+27 05 54.6,sfrii
M1018,J145753.82+283218.7,14 57 53.82,+28 32 18.7,sfrii
M1021,J150146.57+243916.1,15 01 46.57,+24 39 16.1,sfrii
M1024,J150022.78+220027.4,15 00 22.78,+22 00 27.4,sfrii
M1027,J145929.55+241809.2,14 59 29.55,+24 18 09.2,sfrii
M1031,J151414.69+232708.4,15 14 14.69,+23 27 08.4,sfrii
M1032,J152245.61+194220.4,15 22 45.61,+19 42 20.4,sfrii
M1034,J153007.97+231616.0,15 30 07.97,+23 16 16.0,sfrii
M1036,J154328.58+225232.7,15 43 28.58,+22 52 32.7,sfrii
M1037,J155307.15+195420.4,15 53 07.15,+19 54 20.4,sfrii
M1039,J155943.95+210649.4,15 59 43.95,+21 06 49.4,sfrii
M1044,J160909.44+162549.9,16 09 09.44,+16 25 49.9,sfrii
M1047,J163016.56+143511.0,16 30 16.56,+14 35 11.0,sfrii
M1049,J161355.55+200923.2,16 13 55.55,+20 09 23.2,sfrii
M1057,J110610.12+251156.4,11 06 10.12,+25 11 56.4,sfrii
M1058,J111508.46+283346.5,11 15 08.46,+28 33 46.5,sfrii
M1059,J111714.39+253145.3,11 17 14.39,+25 31 45.3,sfrii
M1060,J112527.07+271453.8,11 25 27.07,+27 14 53.8,sfrii
M1064,J115812.96+300626.0,11 58 12.96,+30 06 26.0,sfrii
M1065,J120228.43+270754.3,12 02 28.43,+27 07 54.3,sfrii
M1069,J120649.96+272934.8,12 06 49.96,+27 29 34.8,sfrii
M1070,J120301.65+283546.1,12 03 01.65,+28 35 46.1,sfrii
M1075,J124319.72+301430.8,12 43 19.72,+30 14 30.8,sfrii
M1078,J130353.35+274727.2,13 03 53.35,+27 47 27.2,sfrii
M1080,J075931.60+122815.1,07 59 31.60,+12 28 15.1,sfrii
M1082,J080404.52+153334.6,08 04 04.52,+15 33 34.6,sfrii
M1091,J085018.89+165023.5,08 50 18.89,+16 50 23.5,sfrii
M1092,J084629.57+162523.1,08 46 29.57,+16 25 23.1,sfrii
M1094,J085244.02+181148.3,08 52 44.02,+18 11 48.3,sfrii
M1095,J090123.32+191417.2,09 01 23.32,+19 14 17.2,sfrii
M1097,J090443.75+195607.9,09 04 43.75,+19 56 07.9,sfrii
M1099,J091415.24+211639.8,09 14 15.24,+21 16 39.8,sfrii
M1101,J094033.35+220002.2,09 40 33.35,+22 00 02.2,sfrii
M1102,J092747.89+231405.7,09 27 47.89,+23 14 05.7,sfrii
M1106,J095419.20+271560.0,09 54 19.20,+27 15 60.0,sfrii
M1107,J100551.15+241911.4,10 05 51.15,+24 19 11.4,sfrii
M1110,J095858.02+281907.2,09 58 58.02,+28 19 07.2,sfrii
M1114,J104254.03+282559.1,10 42 54.03,+28 25 59.1,sfrii
M1115,J110035.09+253911.1,11 00 35.09,+25 39 11.1,sfrii
M1116,J105908.15+263415.0,10 59 08.15,+26 34 15.0,sfrii
M1117,J110007.46+263003.0,11 00 07.46,+26 30 03.0,sfrii
M1118,J092600.52+190307.4,09 26 00.52,+19 03 07.4,sfrii
M1121,J103148.68+225231.5,10 31 48.68,+22 52 31.5,sfrii
M1124,J093238.30+161157.2,09 32 38.30,+16 11 57.2,sfrii
M1126,J092611.27+170357.9,09 26 11.27,+17 03 57.9,sfrii
M1140,J082504.66+124404.8,08 25 04.66,+12 44 04.8,sfrii
M1144,J090030.86+134508.6,09 00 30.86,+13 45 08.6,sfrii
M1145,J090338.05+174343.9,09 03 38.05,+17 43 43.9,sfrii
M1146,J091420.04+172610.9,09 14 20.04,+17 26 10.9,sfrii
M1147,J092352.75+141658.6,09 23 52.75,+14 16 58.6,sfrii
M1148,J104613.89+181738.2,10 46 13.89,+18 17 38.2,sfrii
M1149,J105401.22+221540.1,10 54 01.22,+22 15 40.1,sfrii
M1153,J110214.16+242954.7,11 02 14.16,+24 29 54.7,sfrii
M1158,J111556.72+173602.1,11 15 56.72,+17 36 02.1,sfrii
M1160,J111607.18+245620.8,11 16 07.18,+24 56 20.8,sfrii
M1161,J112242.05+213330.0,11 22 42.05,+21 33 30.0,sfrii
M1164,J112809.83+251914.7,11 28 09.83,+25 19 14.7,sfrii
M1167,J113006.24+194444.0,11 30 06.24,+19 44 44.0,sfrii
M1172,J114202.57+214511.5,11 42 02.57,+21 45 11.5,sfrii
M1178,J115501.44+163339.1,11 55 01.44,+16 33 39.1,sfrii
M1182,J115316.79+233041.8,11 53 16.79,+23 30 41.8,sfrii
M1188,J160035.11+131114.0,16 00 35.11,+13 11 14.0,sfrii
M1190,J161326.24+121044.1,16 13 26.24,+12 10 44.1,sfrii
M1198,J081628.89+085748.6,08 16 28.89,+08 57 48.6,sfrii
M1201,J091134.76+125538.1,09 11 34.76,+12 55 38.1,sfrii
M1205,J093153.29+125140.6,09 31 53.29,+12 51 40.6,sfrii
M1206,J093435.82+142041.7,09 34 35.82,+14 20 41.7,sfrii
M1210,J101652.04+171000.4,10 16 52.04,+17 10 00.4,sfrii
M1214,J102156.67+144331.4,10 21 56.67,+14 43 31.4,sfrii
M1215,J103748.94+154123.4,10 37 48.94,+15 41 23.4,sfrii
M1221,J125410.00+180540.7,12 54 10.00,+18 05 40.7,sfrii
M1222,J130925.19+162746.3,13 09 25.19,+16 27 46.3,sfrii
M1223,J130237.23+162801.6,13 02 37.23,+16 28 01.6,sfrii
M1225,J131819.90+171104.4,13 18 19.90,+17 11 04.4,sfrii
M1232,J124435.69+193900.1,12 44 35.69,+19 39 00.1,sfrii
M1238,J132613.68+192423.8,13 26 13.68,+19 24 23.8,sfrii
M1239,J132752.91+200913.4,13 27 52.91,+20 09 13.4,sfrii
M1240,J022032.98+002803.4,02 20 32.98,+00 28 03.4,sfrii
M1242,J133349.60+182438.4,13 33 49.60,+18 24 38.4,sfrii
M1244,J132843.57+184049.2,13 28 43.57,+18 40 49.2,sfrii
M1247,J120141.70+225646.4,12 01 41.70,+22 56 46.4,sfrii
M1248,J120633.35+221537.6,12 06 33.35,+22 15 37.6,sfrii
M1250,J122849.64+215648.1,12 28 49.64,+21 56 48.1,sfrii
M1251,J124651.56+230341.9,12 46 51.56,+23 03 41.9,sfrii
M1254,J131231.36+211543.5,13 12 31.36,+21 15 43.5,sfrii
M1256,J132502.45+224802.4,13 25 02.45,+22 48 02.4,sfrii
M1259,J122640.22+253855.6,12 26 40.22,+25 38 55.6,sfrii
M1261,J124905.05+235511.7,12 49 05.05,+23 55 11.7,sfrii
M1262,J130153.26+254414.9,13 01 53.26,+25 44 14.9,sfrii
M1267,J134119.86+235011.8,13 41 19.86,+23 50 11.8,sfrii
M1269,J140402.95+154328.8,14 04 02.95,+15 43 28.8,sfrii
M1276,J150456.51+143447.5,15 04 56.51,+14 34 47.5,sfrii
M1280,J134906.08+185828.7,13 49 06.08,+18 58 28.7,sfrii
M1281,J135948.58+191850.9,13 59 48.58,+19 18 50.9,sfrii
M1285,J144129.52+163146.1,14 41 29.52,+16 31 46.1,sfrii
M1291,J141411.36+200104.6,14 14 11.36,+20 01 04.6,sfrii
M1304,J135840.73+234541.4,13 58 40.73,+23 45 41.4,sfrii
M1308,J141454.72+223759.7,14 14 54.72,+22 37 59.7,sfrii
M1309,J141556.66+230729.5,14 15 56.66,+23 07 29.5,sfrii
M1313,J143635.10+203754.9,14 36 35.10,+20 37 54.9,sfrii
M1314,J143954.71+215055.3,14 39 54.71,+21 50 55.3,sfrii
M1316,J145612.16+200040.9,14 56 12.16,+20 00 40.9,sfrii
M1319,J122828.98+044458.0,12 28 28.98,+04 44 58.0,sfrii
M1320,J162407.41+510239.4,16 24 07.41,+51 02 39.4,sfrii
M1323,J163604.22+271829.1,16 36 04.22,+27 18 29.1,sfrii
M1324,J152230.68+013154.3,15 22 30.68,+01 31 54.3,sfrii
M1325,J152127.87+015721.4,15 21 27.87,+01 57 21.4,sfrii
M1327,J171832.78+324901.3,17 18 32.78,+32 49 01.3,sfrii
L0000,J000111.57-002012.0,00 01 11.57,-00 20 12.0,wat
L0002,J000121.53+010147.4,00 01 21.53,+01 01 47.4,wat
L0004,J000331.85+002812.0,00 03 31.85,+00 28 12.0,wat
L0005,J000353.42+121031.1,00 03 53.42,+12 10 31.1,wat
L0006,J000436.48+104724.0,00 04 36.48,+10 47 24.0,wat
L0008,J000511.32-075556.9,00 05 11.32,-07 55 56.9,wat
L0009,J000533.71-032416.7,00 05 33.71,-03 24 16.7,wat
L0010,J000605.20+011009.5,00 06 05.20,+01 10 09.5,wat
L0011,J000607.55-103028.1,00 06 07.55,-10 30 28.1,wat
L0012,J000608.01+105211.3,00 06 08.01,+10 52 11.3,wat
L0015,J000704.13-012957.0,00 07 04.13,-01 29 57.0,wat
L0018,J000806.38+015933.0,00 08 06.38,+01 59 33.0,wat
L0019,J000905.22+070828.9,00 09 05.22,+07 08 28.9,wat
L0020,J001134.75+053558.6,00 11 34.75,+05 35 58.6,wat
L0026,J001519.10-014314.3,00 15 19.10,-01 43 14.3,wat
L0029,J001643.17-064407.2,00 16 43.17,-06 44 07.2,wat
L0032,J001916.97-010402.4,00 19 16.97,-01 04 02.4,wat
L0037,J002157.29+091906.5,00 21 57.29,+09 19 06.5,wat
L0056,J002840.28+141646.8,00 28 40.28,+14 16 46.8,wat
L0063,J003150.92-102210.8,00 31 50.92,-10 22 10.8,wat
L0064,J003153.98-074605.4,00 31 53.98,-07 46 05.4,wat
L0075,J003833.32-092838.6,00 38 33.32,-09 28 38.6,wat
L0080,J004053.92-032803.6,00 40 53.92,-03 28 03.6,wat
L0103,J005211.73-031110.2,00 52 11.73,-03 11 10.2,wat
L0111,J005556.73-044001.8,00 55 56.73,-04 40 01.8,wat
L0119,J005712.00-030631.0,00 57 12.00,-03 06 31.0,wat
L0122,J005733.97-033604.1,00 57 33.97,-03 36 04.1,wat
L0127,J010029.76+112700.8,01 00 29.76,+11 27 00.8,wat
L0139,J010611.77+082022.9,01 06 11.77,+08 20 22.9,wat
L0143,J010832.25+030327.5,01 08 32.25,+03 03 27.5,wat
L0161,J011535.32+012749.2,01 15 35.32,+01 27 49.2,wat
L0163,J011728.11-105651.8,01 17 28.11,-10 56 51.8,wat
L0166,J012006.63+103644.9,01 20 06.63,+10 36 44.9,wat
L0191,J013157.71-081947.3,01 31 57.71,-08 19 47.3,wat
L0205,J013936.81+110311.7,01 39 36.81,+11 03 11.7,wat
L0212,J014201.03+053005.6,01 42 01.03,+05 30 05.6,wat
L0213,J014216.41+112830.6,01 42 16.41,+11 28 30.6,wat
L0221,J014535.85+113718.3,01 45 35.85,+11 37 18.3,wat
L0224,J014647.00-100613.2,01 46 47.00,-10 06 13.2,wat
L0248,J015430.42+054552.6,01 54 30.42,+05 45 52.6,wat
L0261,J015943.03-012311.9,01 59 43.03,-01 23 11.9,wat
L0277,J020958.00-100302.3,02 09 58.00,-10 03 02.3,wat
L0304,J022325.70+064032.8,02 23 25.70,+06 40 32.8,wat
L0319,J023149.09+015542.6,02 31 49.09,+01 55 42.6,wat
L0332,J024243.01-031144.3,02 42 43.01,-03 11 44.3,wat
L0333,J024245.37-022533.0,02 42 45.37,-02 25 33.0,wat
L0337,J024558.34-064844.3,02 45 58.34,-06 48 44.3,wat
L0340,J024631.73-011013.2,02 46 31.73,-01 10 13.2,wat
L0342,J024639.79-064210.2,02 46 39.79,-06 42 10.2,wat
L0355,J025343.36+015045.5,02 53 43.36,+01 50 45.5,wat
L0359,J025554.42-040123.4,02 55 54.42,-04 01 23.4,wat
L0370,J025935.12-032014.4,02 59 35.12,-03 20 14.4,wat
L0378,J030849.98-060731.2,03 08 49.98,-06 07 31.2,wat
L0395,J033131.33-072958.8,03 31 31.33,-07 29 58.8,wat
L0397,J033236.24+002454.6,03 32 36.24,+00 24 54.6,wat
L0406,J034031.56-011141.4,03 40 31.56,-01 11 41.4,wat
L0410,J034903.60+005430.0,03 49 03.60,+00 54 30.0,wat
L0411,J034927.10-064803.0,03 49 27.10,-06 48 03.0,wat
L0419,J065950.31+480143.2,06 59 50.31,+48 01 43.2,wat
L0422,J070030.29+494652.6,07 00 30.29,+49 46 52.6,wat
L0424,J070237.20+481755.1,07 02 37.20,+48 17 55.1,wat
L0425,J070238.11+603012.2,07 02 38.11,+60 30 12.2,wat
L0427,J070335.63+514712.9,07 03 35.63,+51 47 12.9,wat
L0434,J070725.65+592718.0,07 07 25.65,+59 27 18.0,wat
L0437,J070800.05+444909.8,07 08 00.05,+44 49 09.8,wat
L0446,J071043.31+602011.8,07 10 43.31,+60 20 11.8,wat
L0447,J071107.77+371527.5,07 11 07.77,+37 15 27.5,wat
L0450,J071152.32+375637.8,07 11 52.32,+37 56 37.8,wat
L0465,J071727.36+440504.5,07 17 27.36,+44 05 04.5,wat
L0471,J071904.11+465739.1,07 19 04.11,+46 57 39.1,wat
L0494,J072604.71+402928.6,07 26 04.71,+40 29 28.6,wat
L0502,J072737.11+355315.8,07 27 37.11,+35 53 15.8,wat
L0505,J072812.77+524044.8,07 28 12.77,+52 40 44.8,wat
L0506,J072812.89+555252.7,07 28 12.89,+55 52 52.7,wat
L0531,J073236.00+515553.3,07 32 36.00,+51 55 53.3,wat
L0548,J073617.00+185701.8,07 36 17.00,+18 57 01.8,wat
L0563,J073902.05+422739.0,07 39 02.05,+42 27 39.0,wat
L0577,J074156.04+364554.6,07 41 56.04,+36 45 54.6,wat
L0597,J074638.24+520049.2,07 46 38.24,+52 00 49.2,wat
L0598,J074646.98+222523.0,07 46 46.98,+22 25 23.0,wat
L0602,J074830.38+484953.1,07 48 30.38,+48 49 53.1,wat
L0620,J075223.81+452630.5,07 52 23.81,+45 26 30.5,wat
L0621,J075228.68+375058.5,07 52 28.68,+37 50 58.5,wat
L0632,J075347.28+230206.0,07 53 47.28,+23 02 06.0,wat
L0666,J080053.97+420244.2,08 00 53.97,+42 02 44.2,wat
L0679,J080343.80+095736.4,08 03 43.80,+09 57 36.4,wat
L0689,J080641.50+451321.1,08 06 41.50,+45 13 21.1,wat
L0700,J080924.05+432434.0,08 09 24.05,+43 24 34.0,wat
L0711,J081139.01+401452.1,08 11 39.01,+40 14 52.1,wat
L0712,J081140.77+102920.4,08 11 40.77,+10 29 20.4,wat
L0726,J081445.88+261548.0,08 14 45.88,+26 15 48.0,wat
L0734,J081556.60+520657.3,08 15 56.60,+52 06 57.3,wat
L0737,J081633.69+082333.6,08 16 33.69,+08 23 33.6,wat
L0753,J081732.94+245406.5,08 17 32.94,+24 54 06.5,wat
L0780,J082032.70+303449.6,08 20 32.70,+30 34 49.6,wat
L0785,J082110.17+100831.8,08 21 10.17,+10 08 31.8,wat
L0786,J082117.41+624226.5,08 21 17.41,+62 42 26.5,wat
L0788,J082122.75+184649.7,08 21 22.75,+18 46 49.7,wat
L0790,J082155.22+490223.2,08 21 55.22,+49 02 23.2,wat
L0793,J082217.43+085428.9,08 22 17.43,+08 54 28.9,wat
L0795,J082231.36+284110.8,08 22 31.36,+28 41 10.8,wat
L0802,J082258.30+143547.5,08 22 58.30,+14 35 47.5,wat
L0828,J082731.38+004838.4,08 27 31.38,+00 48 38.4,wat
L0831,J082818.47+274705.8,08 28 18.47,+27 47 05.8,wat
L0834,J082834.73+322829.4,08 28 34.73,+32 28 29.4,wat
L0849,J083016.92+083700.0,08 30 16.92,+08 37 00.0,wat
L0866,J083200.73+151329.5,08 32 00.73,+15 13 29.5,wat
L0867,J083228.01+003907.8,08 32 28.01,+00 39 07.8,wat
L0872,J083306.45+411431.0,08 33 06.45,+41 14 31.0,wat
L0876,J083341.60+382612.1,08 33 41.60,+38 26 12.1,wat
L0877,J083345.21+102808.2,08 33 45.21,+10 28 08.2,wat
L0878,J083348.30+010002.4,08 33 48.30,+01 00 02.4,wat
L0880,J083401.32+225744.3,08 34 01.32,+22 57 44.3,wat
L0890,J083540.72+142832.4,08 35 40.72,+14 28 32.4,wat
L0895,J083607.02-011319.2,08 36 07.02,-01 13 19.2,wat
L0898,J083638.70+224349.5,08 36 38.70,+22 43 49.5,wat
L0906,J083756.37+364913.3,08 37 56.37,+36 49 13.3,wat
L0950,J084352.45+270116.4,08 43 52.45,+27 01 16.4,wat
L0956,J084433.88+260613.7,08 44 33.88,+26 06 13.7,wat
L0997,J084921.86+400008.4,08 49 21.86,+40 00 08.4,wat
L1003,J084950.94+044103.4,08 49 50.94,+04 41 03.4,wat
L1008,J085025.56-031239.0,08 50 25.56,-03 12 39.0,wat
L1010,J085040.90+290902.9,08 50 40.90,+29 09 02.9,wat
L1033,J085320.31+385235.2,08 53 20.31,+38 52 35.2,wat
L1035,J085335.52-053528.8,08 53 35.52,-05 35 28.8,wat
L1044,J085523.91-040452.5,08 55 23.91,-04 04 52.5,wat
L1055,J085632.40+260713.0,08 56 32.40,+26 07 13.0,wat
L1058,J085708.10+095857.6,08 57 08.10,+09 58 57.6,wat
L1087,J085949.83+131212.0,08 59 49.83,+13 12 12.0,wat
L1104,J090121.54+520926.8,09 01 21.54,+52 09 26.8,wat
L1128,J090311.37+574010.2,09 03 11.37,+57 40 10.2,wat
L1138,J090452.15+380448.8,09 04 52.15,+38 04 48.8,wat
L1144,J090555.49-005324.6,09 05 55.49,-00 53 24.6,wat
L1153,J090716.95+121907.1,09 07 16.95,+12 19 07.1,wat
L1157,J090745.76+382742.9,09 07 45.76,+38 27 42.9,wat
L1162,J090809.40+581057.5,09 08 09.40,+58 10 57.5,wat
L1177,J091024.29+352416.8,09 10 24.29,+35 24 16.8,wat
L1194,J091227.65+423553.2,09 12 27.65,+42 35 53.2,wat
L1202,J091313.88-064331.5,09 13 13.88,-06 43 31.5,wat
L1203,J091314.44+520853.7,09 13 14.44,+52 08 53.7,wat
L1205,J091329.09+334643.9,09 13 29.09,+33 46 43.9,wat
L1229,J091609.56+013438.3,09 16 09.56,+01 34 38.3,wat
L1238,J091710.38+550853.3,09 17 10.38,+55 08 53.3,wat
L1242,J091739.15+024527.0,09 17 39.15,+02 45 27.0,wat
L1255,J092021.06+331241.6,09 20 21.06,+33 12 41.6,wat
L1274,J092239.58-072426.0,09 22 39.58,-07 24 26.0,wat
L1283,J092429.52+141404.7,09 24 29.52,+14 14 04.7,wat
L1306,J092656.13+633258.7,09 26 56.13,+63 32 58.7,wat
L1332,J093004.34+112046.8,09 30 04.34,+11 20 46.8,wat
L1334,J093023.61+484726.3,09 30 23.61,+48 47 26.3,wat
L1345,J093305.55+483226.4,09 33 05.55,+48 32 26.4,wat
L1347,J093308.41+633721.8,09 33 08.41,+63 37 21.8,wat
L1351,J093329.77+474807.6,09 33 29.77,+47 48 07.6,wat
L1384,J093802.70+181333.1,09 38 02.70,+18 13 33.1,wat
L1387,J093831.73+302411.3,09 38 31.73,+30 24 11.3,wat
L1392,J093926.54+404356.8,09 39 26.54,+40 43 56.8,wat
L1395,J093949.24-021431.8,09 39 49.24,-02 14 31.8,wat
L1458,J094842.30-010253.4,09 48 42.30,-01 02 53.4,wat
L1465,J095002.08+112753.0,09 50 02.08,+11 27 53.0,wat
L1476,J095124.72-041311.4,09 51 24.72,-04 13 11.4,wat
L1483,J095239.11+532127.1,09 52 39.11,+53 21 27.1,wat
L1493,J095403.60+463611.4,09 54 03.60,+46 36 11.4,wat
L1506,J095603.15+233809.5,09 56 03.15,+23 38 09.5,wat
L1545,J100109.77+100504.3,10 01 09.77,+10 05 04.3,wat
L1546,J100110.70+105713.3,10 01 10.70,+10 57 13.3,wat
L1559,J100322.50+101651.5,10 03 22.50,+10 16 51.5,wat
L1583,J100745.18+580719.0,10 07 45.18,+58 07 19.0,wat
L1592,J100857.17-040053.4,10 08 57.17,-04 00 53.4,wat
L1626,J101454.87+222101.2,10 14 54.87,+22 21 01.2,wat
